name,long_id,stat_total,hp,attack,defense,sp_attack,sp_defense,speed,type1,type2,ev_from,ev_to,is_base,is_full_ev,evo_family,capture_rate,gen_introduced,is_legendary,height_m,weight_kg,locations
Whiscash,340,468,110,78,73,76,71,60,water,ground,339,[],0,1,"['339', '340']",75,3,0,0.9,23.6,"['Black/unova/Icirrus City', 'Diamond/sinnoh/Route 205', 'Black 2/unova/Moor of Icirrus', 'X/kalos/Route 19', 'Ultra Moon/alola/Seaward Cave', 'Platinum/sinnoh/Route 228', 'Platinum/sinnoh/Route 227', 'Platinum/sinnoh/Oreburgh Gate', 'Sun/alola/Seaward Cave', 'Moon/alola/Poni Gauntlet', 'HeartGold/johto/Violet City', 'Sun/alola/Vast Poni Canyon', 'Ultra Moon/alola/Poni Meadow', 'Y/kalos/Route 14', 'Diamond/sinnoh/Route 227', 'Ruby/hoenn/Victory Road', 'White/unova/Icirrus City', 'Black/unova/Moor of Icirrus', 'Platinum/sinnoh/Great Marsh', 'Pearl/sinnoh/Oreburgh Gate', 'Diamond/sinnoh/Mt. Coronet', 'Platinum/sinnoh/Ravaged Path', 'Ultra Sun/alola/Poni Gauntlet', 'Diamond/sinnoh/Ravaged Path', 'Emerald/hoenn/Victory Road', 'White/unova/Route 8', 'Pearl/sinnoh/Route 212', 'Pearl/sinnoh/Route 228', 'Pearl/sinnoh/Ravaged Path', 'White 2/unova/Moor of Icirrus', 'Sun/alola/Paniola Town', 'Ruby/hoenn/Meteor Falls', 'Diamond/sinnoh/Eterna City', 'Diamond/sinnoh/Route 208', 'Pearl/sinnoh/Route 205', 'Diamond/sinnoh/Route 212', 'Emerald/hoenn/Meteor Falls', 'Moon/alola/Poni Meadow', 'Sapphire/hoenn/Victory Road', 'Pearl/sinnoh/Route 208', 'Pearl/sinnoh/Oreburgh City', 'White 2/unova/Icirrus City', 'Pearl/sinnoh/Great Marsh', 'X/kalos/Route 14', 'Ultra Sun/alola/Paniola Town', 'Pearl/sinnoh/Eterna City', 'Diamond/sinnoh/Route 210', 'Pearl/sinnoh/Route 227', 'SoulSilver/johto/Violet City', 'Moon/alola/Paniola Town', 'Ultra Sun/alola/Seaward Cave', 'Ultra Moon/alola/Vast Poni Canyon', 'Sapphire/hoenn/Meteor Falls', 'Platinum/sinnoh/Route 225', 'White/unova/Moor of Icirrus', 'Alpha Sapphire/hoenn/Meteor Falls', 'Diamond/sinnoh/Oreburgh Gate', 'Black/unova/Route 8', 'Ultra Sun/alola/Poni Meadow', 'Platinum/sinnoh/Mt. Coronet', 'Ultra Moon/alola/Paniola Town', 'Pearl/sinnoh/Mt. Coronet', 'Platinum/sinnoh/Route 205', 'Ultra Sun/alola/Vast Poni Canyon', 'Omega Ruby/hoenn/Meteor Falls', 'Pearl/sinnoh/Route 210', 'Sun/alola/Poni Gauntlet', 'Black 2/unova/Route 8', 'Platinum/sinnoh/Eterna City', 'White 2/unova/Route 8', 'Y/kalos/Route 19', 'Pearl/sinnoh/Celestic Town', 'Black 2/unova/Icirrus City', 'Ultra Moon/alola/Poni Gauntlet', 'Platinum/sinnoh/Route 210', 'Moon/alola/Seaward Cave', 'Diamond/sinnoh/Route 228', 'Diamond/sinnoh/Celestic Town', 'Diamond/sinnoh/Great Marsh', 'Moon/alola/Vast Poni Canyon', 'Sun/alola/Poni Meadow']"
Corphish,341,308,43,80,65,50,35,35,water,,,['342'],1,0,"['341', '342']",205,3,0,0.6,11.5,"['Y/kalos/Route 3', 'SoulSilver/johto/Safari Zone', 'White/unova/White Forest', 'Omega Ruby/hoenn/Petalburg City', 'Sapphire/hoenn/Route 117', 'X/kalos/Parfum Palace', 'Ultra Moon/alola/Vast Poni Canyon', 'Alpha Sapphire/hoenn/Petalburg City', 'Y/kalos/Parfum Palace', 'Emerald/hoenn/Petalburg City', 'Ruby/hoenn/Route 117', 'Sapphire/hoenn/Route 102', 'Black 2/unova/Route 3', 'Sapphire/hoenn/Petalburg City', 'Pearl/sinnoh/Celestic Town', 'White 2/unova/Striaton City', 'Alpha Sapphire/hoenn/Route 123', 'X/kalos/Route 3', 'Omega Ruby/hoenn/Route 102', 'White 2/unova/Route 3', 'Alpha Sapphire/hoenn/Route 117', 'Diamond/sinnoh/Celestic Town', 'HeartGold/johto/Safari Zone', 'Emerald/hoenn/Route 117', 'Omega Ruby/hoenn/Route 117', 'Ultra Sun/alola/Vast Poni Canyon', 'Ruby/hoenn/Petalburg City', 'Black 2/unova/Striaton City', 'Omega Ruby/hoenn/Route 123', 'Emerald/hoenn/Route 102', 'Alpha Sapphire/hoenn/Route 102', 'Ruby/hoenn/Route 102', 'Platinum/sinnoh/Celestic Town']"
Crawdaunt,342,468,63,120,85,90,55,55,water,dark,341,[],0,1,"['341', '342']",155,3,0,1.1,32.8,"['Y/kalos/Route 3', 'White 2/unova/Route 3', 'Alpha Sapphire/hoenn/Route 117', 'Diamond/sinnoh/Celestic Town', 'Ultra Moon/alola/Vast Poni Canyon', 'X/kalos/Parfum Palace', 'Ultra Sun/alola/Vast Poni Canyon', 'Y/kalos/Parfum Palace', 'Black 2/unova/Striaton City', 'Black 2/unova/Route 3', 'Omega Ruby/hoenn/Route 123', 'Pearl/sinnoh/Celestic Town', 'White 2/unova/Striaton City', 'Omega Ruby/hoenn/Route 117', 'Platinum/sinnoh/Celestic Town', 'Alpha Sapphire/hoenn/Route 123', 'X/kalos/Route 3']"
Baltoy,343,300,40,40,55,40,70,55,ground,psychic,,['344'],1,0,"['343', '344']",255,3,0,0.5,21.5,"['Emerald/hoenn/Route 111', 'Platinum/sinnoh/Route 206', 'Black 2/unova/Relic Castle', 'Alpha Sapphire/hoenn/Route 111', 'Ruby/hoenn/Route 111', 'Pearl/sinnoh/Route 206', 'HeartGold/kanto/Route 3', 'Diamond/sinnoh/Route 206', 'Ultra Moon/alola/Haina Desert', 'Omega Ruby/hoenn/Route 111', 'Sapphire/hoenn/Route 111', 'White 2/unova/Relic Castle']"
Claydol,344,500,60,70,105,70,120,75,ground,psychic,343,[],0,1,"['343', '344']",90,3,0,1.5,108.0,"['Black/unova/Relic Castle', 'Ruby/hoenn/Sky Pillar', 'Omega Ruby/hoenn/Sky Pillar', 'Emerald/hoenn/Sky Pillar', 'White/unova/Relic Castle', 'Sapphire/hoenn/Sky Pillar', 'Alpha Sapphire/hoenn/Sky Pillar']"
Lileep,345,355,66,41,77,61,87,23,rock,grass,,['346'],1,0,"['345', '346']",45,3,0,1.0,23.8,[]
Cradily,346,495,86,81,97,81,107,43,rock,grass,345,[],0,1,"['345', '346']",45,3,0,1.5,60.4,[]
Anorith,347,355,45,95,50,40,50,75,rock,bug,,['348'],1,0,"['347', '348']",45,3,0,0.7,12.5,[]
Armaldo,348,495,75,125,100,70,80,45,rock,bug,347,[],0,1,"['347', '348']",45,3,0,1.5,68.2,[]
Feebas,349,200,20,15,20,10,55,80,water,,,['350'],1,0,"['349', '350']",255,3,0,0.6,7.4,"['Emerald/hoenn/Route 119', 'Ultra Moon/alola/Brooklet Hill', 'White/unova/Route 1', 'Alpha Sapphire/hoenn/Route 119', 'Moon/alola/Brooklet Hill', 'Platinum/sinnoh/Mt. Coronet', 'Sun/alola/Brooklet Hill', 'Ultra Sun/alola/Brooklet Hill', 'Black 2/unova/Route 1', 'Ruby/hoenn/Route 119', 'Omega Ruby/hoenn/Route 119', 'Black/unova/Route 1', 'White 2/unova/Route 1', 'Sapphire/hoenn/Route 119']"
Milotic,350,540,95,60,79,100,125,81,water,,349,[],0,1,"['349', '350']",60,3,0,6.2,162.0,"['Black 2/unova/Route 1', 'Black/unova/Route 1', 'White 2/unova/Route 1', 'White/unova/Route 1']"
Castform,351,420,70,70,70,70,70,70,normal,,,[],1,1,['351'],45,3,0,0.3,0.8,"['Sun/alola/Exeggutor Island', 'Moon/alola/Mount Lanakila', 'Moon/alola/Exeggutor Island', 'Ultra Sun/alola/Route 17', 'Platinum/sinnoh/Trophy Garden', 'Ultra Sun/alola/Exeggutor Island', 'Moon/alola/Haina Desert', 'Sun/alola/Mount Lanakila', 'Sun/alola/Haina Desert', 'Ultra Moon/alola/Lush Jungle', 'Moon/alola/Tapu Village', 'Ultra Moon/alola/Malie Garden', 'Ultra Sun/alola/Haina Desert', 'Ultra Moon/alola/Mount Lanakila', 'Diamond/sinnoh/Trophy Garden', 'Moon/alola/Route 17', 'White 2/unova/Route 6', 'Pearl/sinnoh/Trophy Garden', 'Black 2/unova/Route 6', 'Sun/alola/Malie Garden', 'Sun/alola/Route 17', 'Ultra Sun/alola/Tapu Village', 'Ultra Moon/alola/Haina Desert', 'Ultra Moon/alola/Tapu Village', 'Ultra Sun/alola/Mount Lanakila', 'Moon/alola/Malie Garden', 'Ultra Sun/alola/Malie Garden', 'Ultra Moon/alola/Exeggutor Island', 'Sun/alola/Lush Jungle', 'Ultra Sun/alola/Lush Jungle', 'Sun/alola/Tapu Village', 'Ultra Moon/alola/Route 17', 'Moon/alola/Lush Jungle']"
Kecleon,352,440,60,90,70,60,120,40,normal,,,[],1,1,['352'],200,3,0,1.0,22.0,"['Emerald/hoenn/Route 120', 'Ruby/hoenn/Route 120', 'Emerald/hoenn/Route 123', 'Diamond/sinnoh/Route 210', 'Sapphire/hoenn/Route 118', 'Ruby/hoenn/Route 121', 'White 2/unova/Nature Preserve', 'Alpha Sapphire/hoenn/Route 119', 'Ruby/hoenn/Route 118', 'Ultra Sun/alola/Dividing Peak Tunnel', 'Sapphire/hoenn/Route 123', 'Y/kalos/Route 6', 'Ultra Moon/alola/Dividing Peak Tunnel', 'Ruby/hoenn/Route 119', 'Omega Ruby/hoenn/Route 119', 'Omega Ruby/hoenn/Route 120', 'Alpha Sapphire/hoenn/Route 121', 'Sapphire/hoenn/Route 119', 'Alpha Sapphire/hoenn/Lavaridge Town', 'Alpha Sapphire/hoenn/Route 123', 'Ruby/hoenn/Route 123', 'Emerald/hoenn/Route 119', 'X/kalos/Route 6', 'Omega Ruby/hoenn/Mossdeep City', 'Alpha Sapphire/hoenn/Route 118', 'Omega Ruby/hoenn/Lavaridge Town', 'Emerald/hoenn/Route 121', 'Omega Ruby/hoenn/Route 121', 'Alpha Sapphire/hoenn/Mossdeep City', 'Omega Ruby/hoenn/Route 118', 'Alpha Sapphire/hoenn/Route 120', 'Platinum/sinnoh/Great Marsh', 'Sapphire/hoenn/Route 121', 'Black 2/unova/Nature Preserve', 'Omega Ruby/hoenn/Route 123', 'Sapphire/hoenn/Route 120', 'Emerald/hoenn/Route 118']"
Shuppet,353,295,44,75,35,63,33,45,ghost,,,['354'],1,0,"['353', '354']",225,3,0,0.6,2.3,"['Sapphire/hoenn/Mt. Pyre', 'Alpha Sapphire/hoenn/Route 123', 'Ultra Moon/alola/Thrifty Megamart', 'Emerald/hoenn/Route 123', 'SoulSilver/johto/Safari Zone', 'Alpha Sapphire/hoenn/Route 121', 'HeartGold/johto/Safari Zone', 'Emerald/hoenn/Route 121', 'Alpha Sapphire/hoenn/Mt. Pyre', 'Ruby/hoenn/Mt. Pyre', 'Emerald/hoenn/Mt. Pyre', 'Omega Ruby/hoenn/Route 123', 'Ultra Sun/alola/Thrifty Megamart', 'Omega Ruby/hoenn/Route 121', 'Omega Ruby/hoenn/Mt. Pyre', 'White/unova/Route 13', 'Black/unova/Route 13']"
Banette,354,455,64,115,65,83,63,65,ghost,,353,[],0,1,"['353', '354']",45,3,0,1.1,12.5,"['Pearl/sinnoh/Route 227', 'SoulSilver/johto/Safari Zone', 'Platinum/sinnoh/Route 226', 'Diamond/sinnoh/Route 225', 'Platinum/sinnoh/Route 225', 'White 2/unova/Victory Road B2W2', 'White 2/unova/Strange House', 'Black 2/unova/Victory Road B2W2', 'Emerald/hoenn/Sky Pillar', 'Pearl/sinnoh/Route 225', 'X/kalos/Pokemon Village', 'HeartGold/johto/Safari Zone', 'Diamond/sinnoh/Route 227', 'Diamond/sinnoh/Route 226', 'Pearl/sinnoh/Stark Mountain', 'Black 2/unova/Strange House', 'Diamond/sinnoh/Stark Mountain', 'Y/kalos/Pokemon Village', 'Pearl/sinnoh/Route 226']"
Duskull,355,295,20,40,90,30,90,25,ghost,,,['356'],1,0,"['355', '356', '477']",190,3,0,0.8,15.0,"['Sapphire/hoenn/Mt. Pyre', 'Diamond/sinnoh/Route 224', 'SoulSilver/johto/Safari Zone', 'HeartGold/johto/Safari Zone', 'Ruby/hoenn/Route 121', 'Alpha Sapphire/hoenn/Mt. Pyre', 'Pearl/sinnoh/Route 224', 'Ruby/hoenn/Mt. Pyre', 'Emerald/hoenn/Mt. Pyre', 'Platinum/sinnoh/Turnback Cave', 'Platinum/sinnoh/Lost Tower', 'Omega Ruby/hoenn/Mt. Pyre', 'Platinum/sinnoh/Route 209', 'Ruby/hoenn/Route 123']"
Dusclops,356,455,40,70,130,60,130,25,ghost,,355,['477'],0,0,"['355', '356', '477']",90,3,0,1.6,30.6,"['Diamond/sinnoh/Route 224', 'Ruby/hoenn/Sky Pillar', 'Platinum/sinnoh/Turnback Cave', 'Platinum/sinnoh/Sendoff Spring', 'SoulSilver/johto/Safari Zone', 'HeartGold/johto/Safari Zone', 'Pearl/sinnoh/Route 224']"
Tropius,357,460,99,68,83,72,87,51,grass,flying,,[],1,1,['357'],200,3,0,2.0,100.0,"['Emerald/hoenn/Route 119', 'Alpha Sapphire/hoenn/Route 119', 'Black 2/unova/Route 18', 'White 2/unova/Route 18', 'Black/unova/Route 14', 'Alpha Sapphire/hoenn/Route 120', 'Platinum/sinnoh/Great Marsh', 'Ultra Sun/alola/Exeggutor Island', 'White/unova/Route 14', 'Ruby/hoenn/Route 119', 'Omega Ruby/hoenn/Route 119', 'Omega Ruby/hoenn/Route 120', 'Ultra Moon/alola/Exeggutor Island', 'Sapphire/hoenn/Route 119']"
Chimecho,358,455,75,50,80,95,90,65,psychic,,433,[],0,1,"['433', '358']",45,3,0,0.6,1.0,"['Sapphire/hoenn/Mt. Pyre', 'White/unova/Abundant Shrine', 'SoulSilver/johto/Safari Zone', 'Diamond/sinnoh/Sendoff Spring', 'Pearl/sinnoh/Sendoff Spring', 'HeartGold/johto/Safari Zone', 'Alpha Sapphire/hoenn/Mt. Pyre', 'Platinum/sinnoh/Mt. Coronet', 'Ruby/hoenn/Mt. Pyre', 'Emerald/hoenn/Mt. Pyre', 'Pearl/sinnoh/Mt. Coronet', 'Platinum/sinnoh/Turnback Cave', 'Diamond/sinnoh/Mt. Coronet', 'Omega Ruby/hoenn/Mt. Pyre', 'Black/unova/Abundant Shrine']"
Absol,359,465,65,130,60,75,60,75,dark,,,[],1,1,['359'],30,3,0,1.2,47.0,"['HeartGold/kanto/Rock Tunnel', 'Emerald/hoenn/Route 120', 'Ruby/hoenn/Route 120', 'HeartGold/kanto/Mt. Moon', 'White 2/unova/Route 14', ""SoulSilver/kanto/Diglett's Cave"", 'White 2/unova/Route 13', 'X/kalos/Route 8', 'Moon/alola/Mount Lanakila', 'White/unova/Route 13', 'HeartGold/johto/Whirl Islands', 'Omega Ruby/hoenn/Route 120', 'HeartGold/johto/Dark Cave', 'Black 2/unova/Route 23', 'HeartGold/johto/Mt. Mortar', 'Black/unova/Route 13', 'Moon/alola/Tapu Village', 'Pearl/sinnoh/Route 213', 'Ultra Sun/alola/Tapu Village', 'Platinum/sinnoh/Mt. Coronet', 'SoulSilver/johto/Dark Cave', 'HeartGold/johto/Union Cave', 'HeartGold/kanto/Victory Road', 'SoulSilver/kanto/Tohjo Falls', 'Ultra Sun/alola/Mount Lanakila', 'SoulSilver/johto/Mt. Mortar', 'HeartGold/kanto/Cerulean Cave', 'SoulSilver/kanto/Cerulean Cave', 'SoulSilver/johto/Whirl Islands', 'Sun/alola/Tapu Village', 'Sapphire/hoenn/Route 120', 'HeartGold/johto/Mt. Silver', 'White/unova/Giant Chasm', 'HeartGold/kanto/Tohjo Falls', 'Black/unova/Giant Chasm', 'HeartGold/johto/Ice Path', 'HeartGold/johto/Cliff Cave', 'Sun/alola/Mount Lanakila', ""HeartGold/kanto/Diglett's Cave"", 'White 2/unova/Route 23', 'SoulSilver/johto/Slowpoke Well', 'SoulSilver/johto/Ice Path', 'SoulSilver/kanto/Seafoam Islands', 'Ultra Moon/alola/Mount Lanakila', 'SoulSilver/johto/Union Cave', 'SoulSilver/johto/Mt. Silver', 'Alpha Sapphire/hoenn/Route 120', 'Ultra Moon/alola/Tapu Village', 'HeartGold/johto/Slowpoke Well', 'SoulSilver/kanto/Rock Tunnel', 'SoulSilver/johto/Cliff Cave', 'SoulSilver/kanto/Victory Road', 'Black 2/unova/Route 13', 'Diamond/sinnoh/Route 213', 'Y/kalos/Route 8', 'Black 2/unova/Route 14', 'SoulSilver/kanto/Mt. Moon', 'HeartGold/kanto/Seafoam Islands']"
Wynaut,360,260,95,23,48,23,48,23,psychic,,,['202'],1,0,"['360', '202']",125,3,0,0.6,14.0,"['Emerald/hoenn/Mirage Island', 'Ruby/hoenn/Mirage Island', 'White/unova/Route 2', 'Sapphire/hoenn/Mirage Island', 'Black/unova/Route 2']"
Snorunt,361,300,50,50,50,50,50,50,ice,,,"['362', '478']",1,0,"['361', '362', '478']",190,3,0,0.7,16.8,"['Pearl/sinnoh/Route 217', 'Moon/alola/Mount Lanakila', 'Pearl/sinnoh/Route 216', 'Diamond/sinnoh/Acuity Lakefront', 'Platinum/sinnoh/Lake Acuity', 'Alpha Sapphire/hoenn/Shoal Cave', 'Sun/alola/Mount Lanakila', 'Pearl/sinnoh/Acuity Lakefront', 'Sapphire/hoenn/Shoal Cave', 'Moon/alola/Tapu Village', 'Ruby/hoenn/Shoal Cave', 'Diamond/sinnoh/Route 216', 'Diamond/sinnoh/Route 217', 'Platinum/sinnoh/Route 216', 'Ultra Moon/alola/Mount Lanakila', 'Omega Ruby/hoenn/Shoal Cave', 'Ultra Sun/alola/Tapu Village', 'Platinum/sinnoh/Route 217', 'Ultra Moon/alola/Tapu Village', 'Ultra Sun/alola/Mount Lanakila', 'Emerald/hoenn/Shoal Cave', 'Platinum/sinnoh/Acuity Lakefront', 'Sun/alola/Tapu Village']"
Glalie,362,480,80,80,80,80,80,80,ice,,361,[],0,1,"['361', '362', '478']",75,3,0,1.5,256.5,"['Ultra Sun/alola/Mount Lanakila', 'Moon/alola/Mount Lanakila', 'Sun/alola/Mount Lanakila', 'Ultra Moon/alola/Mount Lanakila']"
Spheal,363,290,70,40,50,55,50,25,ice,water,,['364'],1,0,"['363', '364', '365']",255,3,0,0.8,39.5,"['Pearl/sinnoh/Route 230', 'Black/unova/Undella Bay', 'SoulSilver/johto/Safari Zone', 'White 2/unova/Route 13', 'Sun/alola/Route 7', 'Pearl/sinnoh/Route 226', 'Alpha Sapphire/hoenn/Shoal Cave', 'Ultra Moon/alola/Route 7', 'Ultra Sun/alola/Route 7', 'White/unova/Undella Bay', 'Moon/alola/Route 7', 'Sapphire/hoenn/Shoal Cave', 'Ruby/hoenn/Shoal Cave', 'Black 2/unova/Undella Bay', 'HeartGold/johto/Safari Zone', 'Omega Ruby/hoenn/Shoal Cave', 'White 2/unova/Undella Bay', 'Black 2/unova/Route 13', 'Emerald/hoenn/Shoal Cave']"
Sealeo,364,410,90,60,70,75,70,45,ice,water,363,['365'],0,0,"['363', '364', '365']",120,3,0,1.1,87.6,"['Pearl/sinnoh/Route 230', 'Black/unova/Undella Bay', 'SoulSilver/johto/Safari Zone', 'Black 2/unova/Undella Bay', 'HeartGold/johto/Safari Zone', 'Omega Ruby/hoenn/Shoal Cave', 'Platinum/sinnoh/Route 230', 'White 2/unova/Undella Bay', 'Alpha Sapphire/hoenn/Shoal Cave', 'Pearl/sinnoh/Route 226', 'White/unova/Undella Bay']"
Walrein,365,530,110,80,90,95,90,65,ice,water,364,[],0,1,"['363', '364', '365']",45,3,0,1.4,150.6,"['Black/unova/Undella Bay', 'White 2/unova/Undella Bay', 'White/unova/Undella Bay', 'Black 2/unova/Undella Bay']"
Clamperl,366,345,35,64,85,74,55,32,water,,,"['367', '368']",1,0,"['366', '367', '368']",255,3,0,0.4,52.5,"['Emerald/hoenn/Route 124', 'Emerald/hoenn/Route 127', 'HeartGold/kanto/Route 19', 'Omega Ruby/hoenn/Route 126', 'Omega Ruby/hoenn/Route 130', 'Sapphire/hoenn/Route 128', 'Y/kalos/Route 12', 'Omega Ruby/hoenn/Route 128', 'SoulSilver/kanto/Route 19', 'Diamond/sinnoh/Route 219', 'Pearl/sinnoh/Route 221', 'Alpha Sapphire/hoenn/Route 130', 'Alpha Sapphire/hoenn/Route 107', 'Black/unova/Route 4', 'Ultra Moon/alola/Route 15', 'Alpha Sapphire/hoenn/Route 129', 'Emerald/hoenn/Route 126', 'Emerald/hoenn/Route 128', 'White/unova/Route 4', 'Alpha Sapphire/hoenn/Route 124', 'Diamond/sinnoh/Route 221', 'Ultra Sun/alola/Route 15', 'Black 2/unova/Route 4', 'Ruby/hoenn/Route 124', 'Ultra Sun/alola/Melemele Sea', 'Alpha Sapphire/hoenn/Route 126', 'Sapphire/hoenn/Route 124', 'Ruby/hoenn/Route 127', 'Omega Ruby/hoenn/Route 129', 'Ultra Moon/alola/Melemele Sea', 'X/kalos/Route 12', 'Sapphire/hoenn/Route 127', 'Ruby/hoenn/Route 128', 'Omega Ruby/hoenn/Route 107', 'White 2/unova/Route 4', 'Sapphire/hoenn/Route 126', 'Alpha Sapphire/hoenn/Route 128', 'Pearl/sinnoh/Route 218', 'Omega Ruby/hoenn/Route 124', 'Ruby/hoenn/Route 126']"
Huntail,367,485,55,104,105,94,75,52,water,,366,[],0,1,"['366', '367', '368']",60,3,0,1.7,27.0,"['Black 2/unova/Route 4', 'Ultra Moon/alola/Melemele Sea', 'Ultra Moon/alola/Route 15', 'Ultra Sun/alola/Melemele Sea', 'Black/unova/Route 4', 'Ultra Sun/alola/Route 15', 'X/kalos/Route 12']"
Gorebyss,368,485,55,84,105,114,75,52,water,,366,[],0,1,"['366', '367', '368']",60,3,0,1.8,22.6,"['Ultra Moon/alola/Melemele Sea', 'White/unova/Route 4', 'Ultra Moon/alola/Route 15', 'White 2/unova/Route 4', 'Ultra Sun/alola/Melemele Sea', 'Ultra Sun/alola/Route 15', 'Y/kalos/Route 12']"
Relicanth,369,485,100,90,130,45,65,55,water,rock,,[],1,1,['369'],25,3,0,1.0,23.4,"['Emerald/hoenn/Route 124', 'Emerald/hoenn/Route 127', 'Y/kalos/Ambrette Town', 'Omega Ruby/hoenn/Route 126', 'Omega Ruby/hoenn/Route 130', 'Sapphire/hoenn/Route 128', 'Omega Ruby/hoenn/Route 128', 'Ultra Moon/alola/Poni Breaker Coast', 'Diamond/sinnoh/Route 226', 'Moon/alola/Poni Wilds', 'Alpha Sapphire/hoenn/Route 130', 'Alpha Sapphire/hoenn/Route 107', 'Sun/alola/Poni Wilds', 'X/kalos/Ambrette Town', 'X/kalos/Cyllage City', 'Pearl/sinnoh/Route 226', 'Black/unova/Route 4', 'Alpha Sapphire/hoenn/Route 129', 'Emerald/hoenn/Route 126', 'Emerald/hoenn/Route 128', 'White/unova/Route 4', 'Platinum/sinnoh/Route 226', 'Alpha Sapphire/hoenn/Route 124', 'Black 2/unova/Route 4', 'Ruby/hoenn/Route 124', 'Alpha Sapphire/hoenn/Route 126', 'Sapphire/hoenn/Route 124', 'Ruby/hoenn/Route 127', 'Omega Ruby/hoenn/Route 129', 'Ultra Sun/alola/Poni Breaker Coast', 'Y/kalos/Cyllage City', 'Sapphire/hoenn/Route 127', 'HeartGold/kanto/Route 12', 'SoulSilver/kanto/Route 12', 'Ruby/hoenn/Route 128', 'Omega Ruby/hoenn/Route 107', 'White 2/unova/Route 4', 'Sapphire/hoenn/Route 126', 'Alpha Sapphire/hoenn/Route 128', 'Omega Ruby/hoenn/Route 124', 'Ruby/hoenn/Route 126']"
Luvdisc,370,330,43,30,55,40,65,97,water,,,[],1,1,['370'],225,3,0,0.6,8.7,"['X/kalos/Route 8', 'White 2/unova/Route 13', 'Y/kalos/Azure Bay', 'Moon/alola/Melemele Sea', 'Y/kalos/Ambrette Town', 'Ultra Moon/alola/Route 9', 'Emerald/hoenn/Ever Grande City', 'Y/kalos/Shalour City', 'White 2/unova/Seaside Cave', 'Sun/alola/Melemele Sea', 'Moon/alola/Route 9', 'White 2/unova/Route 21', 'Black 2/unova/Seaside Cave', 'Sapphire/hoenn/Route 128', 'Sapphire/hoenn/Ever Grande City', 'Black/unova/Route 13', 'White/unova/Undella Bay', 'Diamond/sinnoh/Route 224', 'White/unova/Undella Town', 'White 2/unova/Humilau City', 'Y/kalos/Route 12', 'Omega Ruby/hoenn/Route 128', 'Platinum/sinnoh/Pokemon League', 'Pearl/sinnoh/Pokemon League', 'Black 2/unova/Undella Town', 'Pearl/sinnoh/Route 224', 'Omega Ruby/hoenn/Ever Grande City', 'Alpha Sapphire/hoenn/Victory Road', 'Ruby/hoenn/Ever Grande City', 'X/kalos/Ambrette Town', 'X/kalos/Cyllage City', 'Alpha Sapphire/hoenn/Ever Grande City', 'White/unova/Driftveil City', 'Black/unova/Route 4', 'Black/unova/Undella Town', 'Black/unova/Undella Bay', 'Emerald/hoenn/Route 128', 'White/unova/Route 4', 'Black 2/unova/Humilau City', 'HeartGold/kanto/Route 27', 'X/kalos/Shalour City', 'Black/unova/Driftveil City', 'Ultra Sun/alola/Melemele Sea', 'Black 2/unova/Route 21', 'Ultra Moon/alola/Melemele Sea', 'Diamond/sinnoh/Pokemon League', 'SoulSilver/kanto/Route 27', 'Y/kalos/Cyllage City', 'Sun/alola/Route 9', 'Ultra Sun/alola/Route 9', 'X/kalos/Route 12', 'X/kalos/Azure Bay', 'Omega Ruby/hoenn/Victory Road', 'Ruby/hoenn/Route 128', 'White 2/unova/Undella Town', 'Black 2/unova/Route 13', 'Y/kalos/Route 8', 'Alpha Sapphire/hoenn/Route 128', 'White/unova/Route 13']"
Bagon,371,300,45,75,60,40,30,50,dragon,,,['372'],1,0,"['371', '372', '373']",45,3,0,0.6,42.1,"['Moon/alola/Route 3', 'X/kalos/Route 8', 'SoulSilver/johto/Safari Zone', 'Pearl/sinnoh/Route 210North', 'White/unova/White Forest', ""Moon/alola/Kala'e Bay"", 'Sapphire/hoenn/Meteor Falls', 'Ultra Sun/alola/Route 3', 'Ultra Moon/alola/Route 3', 'Ruby/hoenn/Meteor Falls', 'Black 2/unova/Pinwheel Forest', 'Platinum/sinnoh/Route 210', ""Sun/alola/Kala'e Bay"", 'Alpha Sapphire/hoenn/Meteor Falls', 'Emerald/hoenn/Meteor Falls', 'White 2/unova/Pinwheel Forest', 'HeartGold/johto/Safari Zone', ""Ultra Sun/alola/Kala'e Bay"", 'Sun/alola/Route 3', 'Y/kalos/Route 8', 'Omega Ruby/hoenn/Meteor Falls', ""Ultra Moon/alola/Kala'e Bay""]"
Shelgon,372,420,65,95,100,60,50,50,dragon,,371,['373'],0,0,"['371', '372', '373']",45,3,0,1.1,110.5,"[""Ultra Sun/alola/Kala'e Bay"", 'SoulSilver/johto/Safari Zone', ""Ultra Moon/alola/Kala'e Bay"", 'HeartGold/johto/Safari Zone', ""Moon/alola/Kala'e Bay"", ""Sun/alola/Kala'e Bay""]"
Salamence,373,600,95,135,80,110,80,100,dragon,flying,372,[],0,1,"['371', '372', '373']",45,3,0,1.5,102.6,"['Ultra Sun/alola/Route 3', 'Moon/alola/Route 3', 'Ultra Moon/alola/Route 3', 'Sun/alola/Route 3']"
